Sample_Name,buffer_test,reads_G4,reads_G6,Acanthocephala_G4,Ancylostoma_G4,Ascaridida_G4,Blastocystis_G4,Cryptosporidium_G4,Cyclophyllidea_G4,Echinostoma_paraensei_G4,Eimeria_G4,Eimeriorina_G4,Entamoeba_G4,Eucestoda_G4,Haemonchus_contortus_G4,Hepatozoon_G4,Hexamastix_G4,Hymenolepis_diminuta_G4,Hymenolepis_microstoma_G4,Hypotrichomonadidae_G4,Hypotrichomonas_G4,Microsporidia_G4,Moniliformis_moniliformis_G4,Neobalantidium_coli_G4,Nippostrongylus_brasiliensis_G4,Ostertagia_G4,Pentatrichomonas_hominis_G4,Rhabditida_G4,Simplicimonas_G4,Simplicimonas_similis_G4,Spirocerca_lupi_G4,Spirurida_G4,Streptopharagus_G4,Syphacia_G4,Tetratrichomonas_G4,Trichomitus_G4,Trichomitus_batrachorum_G4,Trichomonadea_G4,Trichuris_trichiura_G4,Tritrichomonas_G4,Ancylostoma_G6,Apicomplexa_G6,Ascaridida_G6,Blastocystis_G6,Cryptosporidium_G6,Cyclophyllidea_G6,Eimeria_G6,Entamoeba_G6,Hepatozoon_G6,Hymenolepis_diminuta_G6,Hymenolepis_microstoma_G6,Neobalantidium_coli_G6,Nippostrongylus_brasiliensis_G6,Rhabditida_G6,Sarcocystis_G6,Spirocerca_G6,Spirurida_G6,Strongyloides_G6,Strongyloides_ratti_G6,Syphacia_obvelata_G6
TMR-2502,,1219,3815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95652,0,0,0,0,0,0,0,0,0,0,0,0.03591,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2503,,3334,4169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2504,,3659,4122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45149,0,0,0,0,0,0,0,0,0,0.04072,0,0,0,0,0.08609,0,0,0,0,0.07812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2505,,3,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2506,,3365,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72363,0,0,0,0,0,0,0,0,0.12511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10295,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2507,,1026,3189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2508,,3469,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2509,,3142,5727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56238,0,0,0,0,0,0,0.05011,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2510,,1944,4967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2511,,6995,3561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2512,,4818,3729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2513,,3567,4460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5506,0,0,0,0,0,0,0.08274,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2514,,3596,1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2515,,1979,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2516,,3208,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2517,,4815,11205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2518,,2131,5731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2522,,4245,4682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2523,,4253,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2526,,1437,4619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04175,0,0,0,0,0,0,0,0,0.11134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2527,,4873,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37061,0,0,0,0,0,0,0,0,0.07552,0,0,0,0,0.05746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2535,,2564,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2536,,2835,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2537,,1913,2947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2539,,3769,5996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191,0,0,0,0,0,0,0,0,0,0.10082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2540,,8484,3627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2541,,28,5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2548,,4450,3762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4036,0,0,0,0,0,0,0,0,0.01573,0,0,0,0,0,0,0,0,0,0.33663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2549,,1413,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8712,0,0,0,0,0,0,0.03557,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2550,,2481,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02112,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2552,,1128,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8945,0,0,0,0,0,0,0.26667,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2553,,2239,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2554,,5064,2182,0,0,0,0.05115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01007,0,0,0,0.1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2555,,804,2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2556,,13,4992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2557,,5477,4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22622,0,0,0,0.16213,0,0,0,0,0.03433,0,0,0,0,0,0,0,0,0,0.23571,0,0,0,0,0,0,0.02637,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2558,,3617,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2564,,5767,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73765,0,0,0,0,0,0,0.06122,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2565,,2141,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2566,,2777,4007,0,0,0,0,0,0,0,0.02341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2085,0,0,0,0,0,0,0.06588,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2567,,5935,3109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2568,,8189,3642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2569,,44,4143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2570,,5452,3208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2571,,5058,3593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6981,0,0,0,0,0,0,0.01781,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2572,,4683,2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02562,0,0,0,0,0,0,0,0,0,0.67499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2573,,3567,2921,0,0,0,0.23129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2574,,14030,3998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2577,,4069,8204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2581,,3707,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2582,,5018,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2583,,3729,2937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84151,0,0,0,0.04256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2584,,6556,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2586,,4133,2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2587,,3482,2143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2588,,1007,2191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2589,,3236,4599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97126,0,0,0,0,0,0,0.01239,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2595,,7026,2360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2596,,4060,2544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2597,,3782,3853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2599,,2991,3678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87195,0,0,0,0.6131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2600,,3657,3044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02543,0,0,0,0.01613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73229,0,0,0,0.01183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2601,,4466,8345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65383,0,0,0,0,0,0,0.05249,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2602,,2976,10866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2603,,930,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2604,,4598,910,0,0,0,0.13767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73641,0,0,0,0.9033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2605,,6309,2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8789,0,0,0,0.45411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2606,,2247,4041,0,0,0,0.07833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06631,0,0,0,0.35387,0,0,0.01114,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2607,,1990,4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2609,,1880,3026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4367,0,0,0,0.16292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2610,,2058,4786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20262,0,0,0,0,0,0,0.03051,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2611,,2164,1023,0,0,0,0.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42745,0,0,0,0.4565,0,0,0.12708,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2612,,6905,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2613,,3100,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2614,,3831,1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2615,,5330,5509,0,0,0,0,0,0,0,0.18818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45516,0,0,0,0,0,0,0.09602,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2616,,8352,5611,0,0,0,0.01988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30041,0,0,0,0.02143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15697,0,0,0,0.20228,0,0,0.02353,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2617,,4548,3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2618,,5511,3531,0,0,0,0.01923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72764,0,0,0,0.31124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2620,,3982,3300,0,0,0,0.10422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17604,0,0,0,0.12273,0,0,0,0.05909,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2621,,8106,3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2622,,3005,2424,0,0,0,0.33178,0,0,0,0.01098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85809,0,0,0.04373,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2623,,3225,3383,0,0,0,0.1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21785,0,0,0.0204,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2624,,3527,2724,0,0,0,0.32747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2630,,3604,3600,0,0,0,0,0,0,0,0.01609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13917,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2631,,990,5099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2632,,4518,4836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84086,0,0,0,0,0,0,0.06245,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2633,,4366,3309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63468,0,0,0,0,0,0,0,0,0,0.01031,0,0,0,0,0,0,0.01239,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2634,,7497,2905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2642,,3810,4657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2643,,8068,8849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2644,,2085,3285,0,0,0,0,0,0,0,0.02494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2645,,4822,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2646,,595,2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2650,,3528,5311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2651,,2235,3299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2652,,6486,5311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81021,0,0,0,0,0,0,0.01431,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2659,,1128,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMR-2660,,3972,4981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
