host_ID,host_species,village,grid,season,mass,mass_z,size_z,sex,BCI,dist_village,shannon_scaled,pd_scaled,uniqueness_scaled,FB_z
2030,Rattus rattus,Mandena,brushy_regrowth,1,150,1.8352171075040262,1.6979274218889837,1,-0.00559928385654334,2.21,1.3849431661276739,0.8811781032556265,-0.3450046280619711,0.39665254715389375
2031,Rattus rattus,Mandena,brushy_regrowth,1,130,1.2785714995806827,2.0356407885775774,1,-0.9443803853600776,2.21,-0.032443189689862366,0.211219147375935,-0.892372618059005,-0.2873787088280823
2032,Rattus rattus,Mandena,brushy_regrowth,1,75,-0.25220392220851184,0.6236540209187589,1,-0.8589509790034727,2.21,0.5291764992230227,0.1840376400753891,0.030614902286002218,-1.0607674802045326
2033,Microgale brevicaudata,Mandena,brushy_regrowth,1,13.5,1.7144577898056668,1.3053252401593143,0,1.279102474580824,2.28,-0.27586539385031694,0.7808517649750838,-0.3657270396300717,-1.7459439200495135
2034,Microgale brevicaudata,Mandena,brushy_regrowth,1,11.5,0.7501453638848861,-0.2447183874705896,1,0.806607924197797,2.28,-0.8708157932958003,-0.42528351796651753,0.02241333862942465,-0.30376643645357326
2035,Microgale brevicaudata,Mandena,brushy_regrowth,1,12.5,1.2323015768452763,-0.2447183874705896,1,1.184861939305184,2.28,0.15454126810039448,0.8027580064450299,-0.6309893441482796,0.30407876095576103
2036,Microgale brevicaudata,Mandena,brushy_regrowth,1,10,0.02691104444430056,-0.2447183874705896,1,0.17258902560286235,2.28,-0.2954678959433835,-0.1598164081738498,-0.7229736664110901,0.6395305168368794
2037,Rattus rattus,Mandena,brushy_regrowth,1,85,0.0261188817531599,0.6236540209187589,0,-0.4404557248801758,2.21,-0.16560435391516304,-0.028415692119582385,-0.5494439491289211,-0.5035948706910344
2038,Rattus rattus,Mandena,brushy_regrowth,1,110,0.7219258916573392,0.6236540209187589,0,0.4216212098402593,2.21,1.29854700749081,1.8189463063159974,-0.6494274590748538,-0.27395415727446054
2039,Rattus rattus,Mandena,brushy_regrowth,1,37,-1.3098305772628644,-0.9771245496296741,0,-1.0395478575726163,2.21,0.3946655825590031,0.3874345317877196,-0.1457319801686559,-0.8047720832353055
2040,Rattus rattus,Mandena,brushy_regrowth,1,19,-1.8108116243938734,-2.825087789231432,1,-0.7491785047274814,2.21,0.7645766436039303,0.613294610634613,-1.1001709911717534,-0.45921873636894384
2043,Microgale brevicaudata,Mandena,agriculture,1,10.8,0.41263601481261314,1.3053252401593143,0,0.2668295608785023,1.64,0.29048382212523693,-0.8940695007120728,-0.8954990238114331,0.5407582373829071
2045,Microgale brevicaudata,Mandena,agriculture,1,12.1,1.03943909166112,1.3053252401593143,1,0.7824359891260781,1.64,0.15266737439941974,-0.408458131546566,2.645657345124101,0.4501419639522477
2046,Microgale brevicaudata,Mandena,agriculture,1,9.5,-0.2141670620358946,1.3053252401593143,0,-0.3149859975406488,1.64,-1.2378431751025163,-1.4865596820574278,0.12912182889262336,1.0363019206077566
2047,Microgale brevicaudata,Mandena,agriculture,1,12.8,1.3769484407333938,1.3053252401593143,1,1.0375629833735263,1.64,-0.15680705484654614,-0.2866515981349647,-0.520536059784826,0.8381790199271233
2053,Rattus rattus,Mandena,agriculture,1,24,-1.6716502224130376,-2.825087789231432,0,0.03193568116433882,1.61,-0.6249351225786424,-0.8092469880735509,0.2222163845761741,-1.0436890843332576
2054,Rattus rattus,Mandena,agriculture,1,55,-0.8088495301318552,-0.9771245496296741,0,0.2859055173169592,1.61,0.8859060120476133,0.7562393868058656,-1.2574742973356803,-0.23412707837072563
2055,Rattus rattus,Mandena,agriculture,1,33,-1.421159698847533,-1.8655332705965477,0,-0.211173053661267,1.61,0.2286330226306955,-0.3255468532310463,0.5285723680154384,-1.349070437328908
2057,Microgale brevicaudata,Mandena,agriculture,1,5.4,-2.191007535173495,1.3053252401593143,0,-2.877577310651304,1.53,-0.13178075303735992,-0.8629152158979326,-0.584075079993177,0.9490058648001266
2058,Microgale brevicaudata,Mandena,agriculture,1,10.2,0.12334228703637828,1.3053252401593143,1,0.007534977729669978,1.53,-0.9867556086037234,-0.8741753577239693,-0.006612437098137,1.0327104065568413
2059,Rattus rattus,Mandena,agriculture,1,17,-1.8664761851862077,-2.825087789231432,1,-1.121072333309135,1.53,-0.8772251028608979,-0.807186851420196,-0.14262428474610675,-0.5622830238149468
2062,Rattus rattus,Mandena,agriculture,1,48,-1.0036754929050256,-0.9771245496296741,0,-0.16926576988263575,1.61,0.6390698797909312,0.9033791459725781,0.8741572433613717,-1.3889073409177795
2063,Rattus rattus,Mandena,agriculture,1,35,-1.3654951380551987,-1.4131010215726132,0,-0.6311073477135805,1.61,-1.3822365722682255,-0.7852934191692055,-0.08346135239319151,0.24241785494087695
2064,Rattus rattus,Mandena,agriculture,1,100,0.4436030876956675,0.6236540209187589,1,0.10294226828950932,1.61,0.48446133290107907,-0.42814329208098667,0.8838785135413092,-1.3577277003318873
2065,Rattus rattus,Mandena,agriculture,1,90,0.16528028373399575,0.6236540209187589,0,-0.2493409576996826,1.61,-0.6363034509892679,-0.05779010220981172,-0.15355971002249214,0.1228920914212145
2066,Rattus rattus,Mandena,agriculture,1,88,0.10961572294166141,-0.15003581771277408,0,0.7300719890815294,1.61,0.661683906587454,1.2558954759574765,-0.7063614838205614,-0.19678288420075285
2067,Rattus rattus,Mandena,agriculture,1,88,0.10961572294166141,0.24304961841922415,1,0.19428947947897046,1.61,0.8156598724149622,0.36731886087795806,-0.21944472095078651,0.4973104240569574
2069,Microgale brevicaudata,Mandena,agriculture,1,9.8,-0.06952019814777716,1.3053252401593143,0,-0.17394603032340228,1.53,0.4742735427654424,0.411666778121947,0.36423112120423556,0.9105509200568616
2077,Rattus rattus,Mandena,agriculture,1,36,-1.3376628576590315,-1.4131010215726132,1,-0.5369152554026199,1.61,-0.6438444884035326,-0.6937373427462132,-0.42191584890141143,-0.22631079243177973
2081,Microgale brevicaudata,Mandena,agriculture,1,6.7,-1.5642044583249874,1.3053252401593143,0,-1.8990325835470176,1.53,-0.5808705448743209,-0.9706958936870673,-0.6780864582371212,-1.776752995017477
2082,Microgale brevicaudata,Mandena,agriculture,1,12,0.9912234703650812,1.3053252401593143,1,0.7447891324009048,1.64,-0.17349034823657647,-0.8175678801148499,-0.5911786550524267,0.8634474129031586
2083,Microgale brevicaudata,Mandena,agriculture,1,10.5,0.2679891509244957,-0.2447183874705896,1,0.3939217119069375,1.64,-0.9691776050239016,-1.1193232366464712,0.7784834113248204,-0.07244105537669308
2087,Rattus rattus,Mandena,agriculture,1,115,0.861087293638175,-0.15003581771277408,0,1.62480318744778,1.61,0.87052077013969,0.9078245295046482,-0.23816123424160845,-0.801938976575873
2091,Rattus rattus,Mandena,agriculture,1,21,-1.7551470636015392,-2.335712424003131,0,-1.0815670495470966,1.61,-2.213215684312174,-2.8338461451511283,1.1586545134413533,2.9816127531509222
2092,Rattus rattus,Mandena,agriculture,1,50,-0.9480109321126912,-0.5564486945961132,0,-0.6061621703469839,1.61,-0.04277793311338369,-0.07029929494359609,-0.34644576700728436,-0.6523354258834426
2093,Rattus rattus,Mandena,agriculture,1,130,1.2785714995806827,0.6236540209187589,0,0.9801829394633037,1.61,-0.13922696827337105,0.7773372166750335,-0.8636322310999942,-0.2948765988190676
2095,Rattus rattus,Mandena,agriculture,1,70,-0.39136532418934766,-0.5564486945961132,1,0.5188657799496358,1.61,0.6411811670434104,0.5673171538921681,0.762943487181485,-1.1897466335632791
2096,Rattus rattus,Mandena,agriculture,1,125,1.139410097599847,0.6236540209187589,0,0.849044635242143,1.61,1.157285114772018,0.8760302285545617,-0.7716843993951056,-0.10461349771501943
2100,Rattus rattus,Mandena,agriculture,1,21,-1.7551470636015392,-1.4131010215726132,0,-2.339102961959193,1.61,1.18052654505555,1.133149994221649,-0.5118063951193157,0.07784938050119378
2101,Rattus rattus,Mandena,agriculture,1,23,-1.6994825028092049,-2.825087789231432,0,-0.110366567175083,1.61,-0.6964719286602898,-1.9617058995129242,2.648565747962611,2.3423688289382736
2102,Rattus rattus,Mandena,agriculture,1,86,0.053951162149327075,-0.15003581771277408,0,0.6532042783118086,1.61,0.10091380519992066,0.225013496456295,-1.1225165062885656,-0.21473396213409446
2103,Rattus rattus,Mandena,village,1,54,-0.8366818105280225,-0.15003581771277408,0,-0.9027834257513915,0,-0.0017549611926829518,-0.5826600147193687,-0.6732868845347896,0.20633702043005187
2104,Rattus rattus,Mandena,village,1,100,0.4436030876956675,0.9925456411273541,0,-0.39986363566757804,0,1.0080260427428884,0.2638025231474808,-0.49411770697796475,-0.3235175148625276
2105,Rattus rattus,Mandena,village,1,115,0.861087293638175,0.6236540209187589,1,0.5702500412538761,0,1.1225455287221984,0.14767487317986674,-0.5588553495098252,-0.5702668448759122
2108,Microgale brevicaudata,Mandena,secondary_forest,1,12,0.9912234703650812,1.3053252401593143,0,0.7447891324009048,2.78,0.4656716333563213,-0.9605126828210971,-0.9691130570360593,0.5434060174439732
2109,Microgale brevicaudata,Mandena,secondary_forest,1,7.5,-1.1784794879566753,1.3053252401593143,0,-1.3873448254265806,2.78,-0.255965259149069,-0.800980563683949,-0.6159119038118573,-0.17438413526021074
2110,Microgale brevicaudata,Mandena,secondary_forest,1,10,0.02691104444430056,-0.2447183874705896,1,0.17258902560286235,2.78,0.8191076944294832,-1.0108223702602122,-0.5619277738462414,0.9302719115898404
2111,Microgale brevicaudata,Mandena,secondary_forest,1,13,1.4733796833254715,1.3053252401593143,0,1.1078964883612927,2.78,-0.7741287550666365,-0.4865209135321575,0.5691663194227784,-0.2321029554499014
2112,Rattus rattus,Mandena,secondary_forest,1,105,0.5827644896765034,0.6236540209187589,1,0.2660769712931455,2.78,-0.8911513978421828,-0.37624295137086444,-0.005254715552068488,0.40537152250218533
2114,Microgale brevicaudata,Mandena,secondary_forest,1,11.8,0.8947922277730035,1.3053252401593143,1,0.6685449813651164,2.78,-0.07526918371550466,-0.8157070070895512,-0.8151490073955184,0.6459654391996469
2115,Microgale brevicaudata,Mandena,secondary_forest,1,10.4,0.21977352962845687,1.3053252401593143,1,0.09562357465897132,2.78,-0.45698640878893343,0.21215743071725343,-0.6668515642974481,-1.6900242799693461
2116,Microgale brevicaudata,Mandena,secondary_forest,1,13,1.4733796833254715,1.3053252401593143,1,1.1078964883612927,2.74,-0.5638943121075777,-0.9447375371101033,-0.32777336253082134,-2.2438691090235796
2117,Microgale brevicaudata,Mandena,secondary_forest,1,5,-2.383870020357651,-0.2447183874705896,1,-2.971817845926946,2.74,-1.7617678307107916,-0.8532034688979697,-0.3600644648812364,-2.9221536549968388
2120,Microgale brevicaudata,Mandena,secondary_forest,1,10.2,0.12334228703637828,-0.2447183874705896,1,0.26242206408416785,2.78,-0.037122335805177833,-0.3612259846297252,-0.49876384504871757,-1.2455541630337954
2122,Rattus rattus,Mandena,secondary_forest,1,120,1.0002486956190109,2.6838003522385887,1,-2.095464162006784,2.74,-2.454498333052534,-1.6722799673837894,0.6966820537015852,0.7197885851557145
2123,Rattus rattus,Mandena,secondary_forest,1,60,-0.6696881281510194,0.24304961841922415,1,-1.0862827093647616,2.74,0.3626583089674929,-0.2030864797246068,0.48007636325737396,-0.8758274161338034
2124,Microgale brevicaudata,Mandena,secondary_forest,1,12,0.9912234703650812,1.3053252401593143,1,0.7447891324009048,2.74,-0.7538067500672652,0.5071705622815954,-0.6503267352767171,-0.640525921267391
2125,Microgale brevicaudata,Mandena,secondary_forest,1,8.4,-0.7445388962923237,1.3053252401593143,0,-0.8732382881498821,2.78,2.415287144440838,2.9340600514429354,0.6322049571396549,0.12830685741403564
2126,Microgale brevicaudata,Mandena,secondary_forest,1,12.2,1.087654712957159,-0.2447183874705896,1,1.0746600780203146,2.78,-0.3031866537972607,-0.6238238829927958,-0.4057742485917627,0.8988813723438015
2127,Rattus rattus,Mandena,secondary_forest,1,145,1.6960557055231902,0.9925456411273541,1,0.8424955868817318,2.78,-2.5368381222840393,-1.3638401955858253,0.8314308270664488,0.3538835064092461
2128,Rattus rattus,Mandena,secondary_forest,1,115,0.861087293638175,0.9925456411273541,0,0.06744413729678883,2.78,-2.1106316470497584,-2.2621164401510025,2.032420237048624,2.147810096466657
2129,Rattus rattus,Mandena,secondary_forest,1,60,-0.6696881281510194,0.24304961841922415,0,-1.0862827093647616,2.78,0.8405869766765784,0.7268972580198575,-0.842845705032719,0.25565316259059595
2130,Rattus rattus,Mandena,secondary_forest,1,110,0.7219258916573392,0.24304961841922415,0,0.940391846431604,2.78,-1.6054562554259577,-0.9522711680998817,-0.36350963039600337,0.24963979349884205
2131,Microgale brevicaudata,Mandena,secondary_forest,1,7.4,-1.226695109252714,-0.2447183874705896,1,-1.1933501996530669,2.78,1.4255905128018787,0.7716670989685471,1.6744055306828973,-3.134074334581188
2132,Microgale brevicaudata,Mandena,semi-intact_forest,1,12,0.9912234703650812,-0.2447183874705896,1,0.9996762187554028,3.34,-0.6817176387457419,-0.4933035096915419,-0.5651833351930373,-1.0529259350226798
2133,Microgale brevicaudata,Mandena,semi-intact_forest,1,11.4,0.7019297425888472,-0.2447183874705896,1,0.7669882819663895,3.49,-0.6199966899222664,-0.4486206711813944,1.324267780004432,0.9626264120042742
2137,Microgale brevicaudata,Mandena,semi-intact_forest,1,6.4,-1.7088513222131043,-0.2447183874705896,0,-1.851956801801782,3.49,2.027619726606049,1.8454179691399026,0.7148208951957354,-1.4695451983566825
2138,Rattus rattus,Mandena,semi-intact_forest,1,90,0.16528028373399575,0.9925456411273541,1,-0.75214686165677,3.44,-0.11487793539122748,0.0943910993670224,-0.5662761380000239,0.08820802607977202
2140,Rattus rattus,Mandena,semi-intact_forest,1,86,0.053951162149327075,1.3504239103352331,1,-1.3919492805729772,3.44,-1.5866554454310386,-1.2939248675056851,0.19868920075627192,1.5395027367567018
2142,Microgale brevicaudata,Mandena,semi-intact_forest,1,7.8,-1.0338326240685582,-0.2447183874705896,0,-0.9545361036614739,3.49,-0.8998061844909496,-1.1522942396873759,0.05016682259624123,1.0330552102627408
2143,Microgale brevicaudata,Mandena,semi-intact_forest,1,13.4,1.6662421685096278,1.3053252401593143,1,1.2453742879827885,3.49,0.23738362689880718,-0.5262363344194696,-0.14897507739467267,0.9835936146514666
2144,Microgale brevicaudata,Mandena,semi-intact_forest,1,12.5,1.2323015768452763,-0.2447183874705896,1,1.184861939305184,3.34,-0.5063767563934345,-0.5645879208737381,-0.483991969878819,-1.5556947313818845
2145,Microgale brevicaudata,Mandena,flooded_rice,1,10.8,0.41263601481261314,-0.2447183874705896,1,0.5217166472330002,1.15,-0.8756614409725529,-0.5434721567892199,-0.390793884691364,0.9428340726996138
2147,Microgale brevicaudata,Mandena,flooded_rice,1,11.3,0.6537141212928084,-0.2447183874705896,1,0.7270195635007212,1.15,-0.908218626303769,-0.5156546744565774,0.27059342546003323,-0.4161801592124395
2148,Microgale brevicaudata,Mandena,flooded_rice,1,12.4,1.1840859555492376,-0.2447183874705896,1,1.1484246333670964,1.15,-1.270171665740951,-1.3257268626481933,-0.35502230744979507,0.9879027307190206
2150,Microgale brevicaudata,Mandena,flooded_rice,1,11,0.5090672574046908,1.3053252401593143,1,0.3500689641872214,1.12,-0.4304200203542879,-1.1415334549954617,-0.8684103184086422,0.30219411717502026
2152,Rattus rattus,Mandena,flooded_rice,1,115,0.861087293638175,0.6236540209187589,0,0.5702500412538761,1.19,0.6162838373403381,0.14496113846807274,-0.25708113774074504,-0.7202532635110609
2153,Rattus rattus,Mandena,flooded_rice,1,95,0.3044416857148316,1.3504239103352331,1,-1.0591623089894042,1.19,-1.5592177161876892,-1.062548886594947,2.3092069199830356,-1.9798316970838303
2154,Rattus rattus,Mandena,flooded_rice,1,95,0.3044416857148316,0.6236540209187589,0,-0.06856189629852215,1.19,-3.161201631727233,-2.1606201127733886,7.963995384364825,0.7081648024971909
2157,Microgale brevicaudata,Mandena,flooded_rice,1,9.5,-0.2141670620358946,1.3053252401593143,1,-0.3149859975406488,1.15,0.20409316582753378,-0.44857294593131647,-0.828665895649745,0.056655721462602955
2160,Rattus rattus,Mandena,flooded_rice,1,80,-0.11304252022767597,0.9925456411273541,0,-1.1459660026202145,1.19,-0.39962833212970383,-0.8265829849571187,-0.48379630903443555,0.07184219761559604
2161,Microgale brevicaudata,Mandena,flooded_rice,1,5.9,-1.9499294286932995,1.3053252401593143,0,-2.475861890164691,1.15,-1.128811669403227,-0.9486188636882988,-0.736863125475224,0.7042602101966
2162,Microgale brevicaudata,Mandena,flooded_rice,1,12.2,1.087654712957159,1.3053252401593143,1,0.8197729916658165,1.15,0.34385203606635456,-1.234925910855513,-0.9387204396388902,0.6795919066091556
2163,Microgale brevicaudata,Mandena,flooded_rice,1,11.5,0.7501453638848861,-0.2447183874705896,1,0.806607924197797,1.15,-0.8991306983986671,-0.5302420967022284,-0.5096595305850262,0.895750764985436
2165,Microgale brevicaudata,Mandena,flooded_rice,1,11.8,0.8947922277730035,1.3053252401593143,1,0.6685449813651164,1.12,-1.408786354762215,-0.8654676984682147,-0.6060747334849781,-0.11279697154504371
2169,Rattus rattus,Mandena,flooded_rice,1,82,-0.057377959435341616,0.6236540209187589,0,-0.5605979247109022,1.19,0.24700052587769938,0.4824261752508069,-1.0458139611993602,-0.08068112744331314
2170,Microgale brevicaudata,Mandena,flooded_rice,1,15.4,2.6305545944304085,1.3053252401593143,1,1.8764484151662417,1.12,1.004229515993923,0.9164103756447151,0.2644744624527166,0.399606732114249
2171,Microgale brevicaudata,Mandena,flooded_rice,1,7.5,-1.1784794879566753,1.3053252401593143,0,-1.3873448254265806,1.12,-1.623252310622593,-1.0312050016277203,0.17197675414698294,1.0360492176797993
2172,Microgale brevicaudata,Mandena,flooded_rice,1,6.8,-1.5159888370289485,1.3053252401593143,0,-1.831825129125192,1.15,0.6584198019432044,-0.727615596133426,-0.8928553472775533,0.7647604003089887
2173,Microgale brevicaudata,Mandena,flooded_rice,1,5.7,-2.046360671285378,-0.2447183874705896,1,-2.377418589563417,1.19,-0.8677975365727854,-1.087976348166238,-0.7722588447154297,0.1888025669068764
2175,Rattus rattus,Mandena,flooded_rice,1,35,-1.3654951380551987,-0.5564486945961132,1,-1.7987398555997685,1.19,-1.512490031158082,-2.942970551622152,1.1565418906980554,2.9835434909094576
2176,Rattus rattus,Mandena,flooded_rice,1,100,0.4436030876956675,0.6236540209187589,0,0.10294226828950932,1.19,-1.1355685878022856,-0.673067167647014,1.0286868306341903,0.41378425315692435
2177,Rattus rattus,Mandena,flooded_rice,1,125,1.139410097599847,0.9925456411273541,0,0.3462387312850556,1.19,0.011780776783241818,-0.14241544164989844,-0.5193591766998381,-0.4979961075883124
2178,Rattus rattus,Mandena,flooded_rice,1,100,0.4436030876956675,0.6236540209187589,0,0.10294226828950932,1.19,0.08585584723804436,-0.43252199047154744,-0.3909025066495,-0.6430573719533769
2181,Rattus rattus,Mandena,flooded_rice,1,54,-0.8366818105280225,0.24304961841922415,0,-1.4385659353539506,1.19,-1.4390952051340091,-1.711020381652042,0.6985854450043055,0.8502582832539506
2182,Rattus rattus,Mandena,flooded_rice,1,110,0.7219258916573392,0.6236540209187589,0,0.4216212098402593,1.19,-0.13594513464663635,0.16997961794371758,-0.7992522335523781,-0.4840053152304213
2183,Rattus rattus,Mandena,flooded_rice,1,118,0.9445841348266766,0.9925456411273541,0,0.1535501358066669,1.19,0.9975745471927845,1.5611158810245762,-0.3698977987883335,-0.671885490284582
2186,Rattus rattus,Mandena,flooded_rice,1,19,-1.8108116243938734,-1.8655332705965477,1,-2.057068548056471,1.19,0.4045135120406814,1.6702287142548506,1.5832039651519798,-1.7235586660493232
2187,Rattus rattus,Mandena,flooded_rice,1,110,0.7219258916573392,1.3504239103352331,1,-0.5689792028506228,1.19,0.31198955187581234,-0.3011594040834879,1.887194746494514,-2.142563339785649
2188,Microgale brevicaudata,Mandena,agroforest,1,11.6,0.7983609851809249,1.3053252401593143,0,0.5909974485648396,0.4,-1.714714348671589,-1.1922879044696324,0.08089152890404588,1.0346090674571933
2195,Microgale brevicaudata,Mandena,agroforest,1,13.4,1.6662421685096278,-0.2447183874705896,1,1.500261374337286,0.49,0.4216585706667542,-0.26058222346023,-0.9921651349079814,0.6058253037493512
2196,Microgale brevicaudata,Mandena,agroforest,1,10,0.02691104444430056,-0.2447183874705896,1,0.17258902560286235,0.49,0.5708369161164674,0.06094832662714154,-0.17246070005311845,-0.034488961671569805
2197,Microgale brevicaudata,Mandena,agroforest,1,7.3,-1.2749107305487535,-0.2447183874705896,0,-1.2550711544743418,0.4,-0.773683445532207,-0.11758084035519292,0.4195519603483047,1.0041779380479088
2200,Rattus rattus,Mandena,village,1,50,-0.9480109321126912,-0.5564486945961132,1,-0.6061621703469839,0,-0.2730715461195702,-0.025636072894305563,-0.8218723218849249,-0.0963664294798814
2203,Rattus rattus,Mandena,village,1,100,0.4436030876956675,-0.15003581771277408,1,1.157495414483413,0,-0.9026888619666389,-0.4286117726428238,2.6343227564748495,-0.034671323710488915
2204,Rattus rattus,Mandena,village,1,108,0.6662613308650048,0.9925456411273541,1,-0.14253684035297978,0,-0.4269874276648319,-0.12744880695331376,0.7560541812278776,-1.3670691281595742
2205,Rattus rattus,Mandena,village,1,71,-0.3635330437931805,-0.15003581771277408,0,0.0123454486494852,0,-0.63522427817304,-0.6041641434858234,0.5159255656303714,-0.41276186289777467
2206,Rattus rattus,Mandena,village,1,50,-0.9480109321126912,-0.15003581771277408,1,-1.1601102210659913,0,-1.602878180419718,-1.8792158350204864,0.12082247333983258,2.973341005953922
2207,Rattus rattus,Mandena,agroforest,1,70,-0.39136532418934766,-0.15003581771277408,1,-0.035082270769371544,0.45,0.9429192732118922,0.12288747714046398,-0.48775351345397305,0.03311285332369577
2208,Rattus rattus,Mandena,agroforest,1,102,0.4992676484880018,0.6236540209187589,1,0.16915429642361135,0.45,-0.3409473713963304,-0.11801550101208415,-0.5910996109897576,-0.24203347573914405
2216,Rattus rattus,Mandena,agroforest,1,38,-1.2819982968666972,-1.4131010215726132,0,-0.3561361940014593,0.45,-0.9290842412776937,-1.1524181431296654,-0.5737194786823278,0.2144851371658742
2217,Rattus rattus,Mandena,agroforest,1,118,0.9445841348266766,0.6236540209187589,0,0.6563560397637542,0.45,0.7375805173111469,0.25309381987820617,-0.8865826838296151,0.3113879942977933
2218,Rattus rattus,Mandena,agroforest,1,100,0.4436030876956675,-0.15003581771277408,1,1.157495414483413,0.45,-0.3052872118051533,-0.5726040812572796,-0.970517091332593,-0.05621181327052502
2220,Rattus rattus,Mandena,village,1,41,-1.1985014556781957,0.6236540209187589,1,-2.878203560260305,0,-0.9195313368496648,-1.1849913517855608,-0.07076535500663965,-0.2919807198703126
2221,Rattus rattus,Mandena,village,1,57,-0.753184969339521,-0.15003581771277408,0,-0.7220043643502312,0,0.8534687346907479,0.86766724020841135,-0.20542063073928554,-0.6425547073362109
2222,Rattus rattus,Mandena,village,1,128,1.2229069387883482,0.6236540209187589,1,0.928343169933642,0,-0.0452033678960678,0.34947331125932946,-0.7371790522836116,-0.2719650186800623
2223,Rattus rattus,Mandena,village,1,67,-0.4748621653778492,0.6236540209187589,0,-1.2360937853619296,0,-1.6491371750486226,-2.9334619906562196,1.0896563181883998,2.9835434909094576
2227,Rattus rattus,Mandena,village,1,66,-0.5026944457740163,-0.15003581771277408,0,-0.2318212582114526,0,-1.6848833380790031,-2.8014916745769964,1.3019246541679201,2.9819242624873166
