host_ID,host_species,village,grid,final_id,link,type
2031,Rattus rattus,Mandena,brushy_regrowth,Tritrichomonas,1,Protozoa
2031,Rattus rattus,Mandena,brushy_regrowth,Eimeria,0,Protozoa
2031,Rattus rattus,Mandena,brushy_regrowth,Heligmonellidae,0,Nematode
2031,Rattus rattus,Mandena,brushy_regrowth,Hexamastix,0,Protozoa
2031,Rattus rattus,Mandena,brushy_regrowth,Tetratrichomonas,0,Protozoa
2032,Rattus rattus,Mandena,brushy_regrowth,Blastocystis,1,Protozoa
2032,Rattus rattus,Mandena,brushy_regrowth,Entamoeba,1,Protozoa
2032,Rattus rattus,Mandena,brushy_regrowth,Heligmosomoidea,0,Nematode
2032,Rattus rattus,Mandena,brushy_regrowth,Nippostrongylus,1,Nematode
2032,Rattus rattus,Mandena,brushy_regrowth,Trichostrongylidae,0,Nematode
2032,Rattus rattus,Mandena,brushy_regrowth,Hypotrichomonas,0,Protozoa
2032,Rattus rattus,Mandena,brushy_regrowth,Tritrichomonas,0,Protozoa
2032,Rattus rattus,Mandena,brushy_regrowth,Eimeria,0,Protozoa
2032,Rattus rattus,Mandena,brushy_regrowth,Heligmonellidae,0,Nematode
2032,Rattus rattus,Mandena,brushy_regrowth,Hexamastix,0,Protozoa
2032,Rattus rattus,Mandena,brushy_regrowth,Tetratrichomonas,0,Protozoa
2033,Microgale brevicaudata,Mandena,brushy_regrowth,Blastocystis,1,Protozoa
2033,Microgale brevicaudata,Mandena,brushy_regrowth,Entamoeba,0,Protozoa
2033,Microgale brevicaudata,Mandena,brushy_regrowth,Heligmosomoidea,1,Nematode
2033,Microgale brevicaudata,Mandena,brushy_regrowth,Nippostrongylus,0,Nematode
2033,Microgale brevicaudata,Mandena,brushy_regrowth,Trichostrongylidae,1,Nematode
2033,Microgale brevicaudata,Mandena,brushy_regrowth,Hypotrichomonas,0,Protozoa
2033,Microgale brevicaudata,Mandena,brushy_regrowth,Tritrichomonas,0,Protozoa
2033,Microgale brevicaudata,Mandena,brushy_regrowth,Eimeria,0,Protozoa
2033,Microgale brevicaudata,Mandena,brushy_regrowth,Heligmonellidae,0,Nematode
2033,Microgale brevicaudata,Mandena,brushy_regrowth,Hexamastix,0,Protozoa
2033,Microgale brevicaudata,Mandena,brushy_regrowth,Tetratrichomonas,0,Protozoa
2034,Microgale brevicaudata,Mandena,brushy_regrowth,Blastocystis,1,Protozoa
2034,Microgale brevicaudata,Mandena,brushy_regrowth,Entamoeba,1,Protozoa
2034,Microgale brevicaudata,Mandena,brushy_regrowth,Heligmosomoidea,0,Nematode
2034,Microgale brevicaudata,Mandena,brushy_regrowth,Nippostrongylus,0,Nematode
2034,Microgale brevicaudata,Mandena,brushy_regrowth,Trichostrongylidae,0,Nematode
2034,Microgale brevicaudata,Mandena,brushy_regrowth,Hypotrichomonas,0,Protozoa
2034,Microgale brevicaudata,Mandena,brushy_regrowth,Tritrichomonas,0,Protozoa
2034,Microgale brevicaudata,Mandena,brushy_regrowth,Eimeria,1,Protozoa
2034,Microgale brevicaudata,Mandena,brushy_regrowth,Heligmonellidae,0,Nematode
2034,Microgale brevicaudata,Mandena,brushy_regrowth,Hexamastix,0,Protozoa
2034,Microgale brevicaudata,Mandena,brushy_regrowth,Tetratrichomonas,0,Protozoa
2035,Microgale brevicaudata,Mandena,brushy_regrowth,Blastocystis,1,Protozoa
2035,Microgale brevicaudata,Mandena,brushy_regrowth,Entamoeba,0,Protozoa
2035,Microgale brevicaudata,Mandena,brushy_regrowth,Heligmosomoidea,1,Nematode
2035,Microgale brevicaudata,Mandena,brushy_regrowth,Nippostrongylus,0,Nematode
2035,Microgale brevicaudata,Mandena,brushy_regrowth,Trichostrongylidae,0,Nematode
2035,Microgale brevicaudata,Mandena,brushy_regrowth,Hypotrichomonas,0,Protozoa
2035,Microgale brevicaudata,Mandena,brushy_regrowth,Tritrichomonas,0,Protozoa
2035,Microgale brevicaudata,Mandena,brushy_regrowth,Eimeria,0,Protozoa
2035,Microgale brevicaudata,Mandena,brushy_regrowth,Heligmonellidae,0,Nematode
2035,Microgale brevicaudata,Mandena,brushy_regrowth,Hexamastix,0,Protozoa
2035,Microgale brevicaudata,Mandena,brushy_regrowth,Tetratrichomonas,0,Protozoa
2036,Microgale brevicaudata,Mandena,brushy_regrowth,Blastocystis,1,Protozoa
2036,Microgale brevicaudata,Mandena,brushy_regrowth,Entamoeba,0,Protozoa
2036,Microgale brevicaudata,Mandena,brushy_regrowth,Heligmosomoidea,1,Nematode
2036,Microgale brevicaudata,Mandena,brushy_regrowth,Nippostrongylus,1,Nematode
2036,Microgale brevicaudata,Mandena,brushy_regrowth,Trichostrongylidae,1,Nematode
2036,Microgale brevicaudata,Mandena,brushy_regrowth,Hypotrichomonas,0,Protozoa
2036,Microgale brevicaudata,Mandena,brushy_regrowth,Tritrichomonas,0,Protozoa
2036,Microgale brevicaudata,Mandena,brushy_regrowth,Eimeria,0,Protozoa
2036,Microgale brevicaudata,Mandena,brushy_regrowth,Heligmonellidae,0,Nematode
2036,Microgale brevicaudata,Mandena,brushy_regrowth,Hexamastix,0,Protozoa
2036,Microgale brevicaudata,Mandena,brushy_regrowth,Tetratrichomonas,0,Protozoa
2037,Rattus rattus,Mandena,brushy_regrowth,Blastocystis,0,Protozoa
2037,Rattus rattus,Mandena,brushy_regrowth,Entamoeba,0,Protozoa
2037,Rattus rattus,Mandena,brushy_regrowth,Heligmosomoidea,0,Nematode
2037,Rattus rattus,Mandena,brushy_regrowth,Nippostrongylus,1,Nematode
2037,Rattus rattus,Mandena,brushy_regrowth,Trichostrongylidae,0,Nematode
2037,Rattus rattus,Mandena,brushy_regrowth,Hypotrichomonas,0,Protozoa
2037,Rattus rattus,Mandena,brushy_regrowth,Tritrichomonas,1,Protozoa
2037,Rattus rattus,Mandena,brushy_regrowth,Eimeria,0,Protozoa
2037,Rattus rattus,Mandena,brushy_regrowth,Heligmonellidae,0,Nematode
2037,Rattus rattus,Mandena,brushy_regrowth,Hexamastix,0,Protozoa
2037,Rattus rattus,Mandena,brushy_regrowth,Tetratrichomonas,0,Protozoa
2038,Rattus rattus,Mandena,brushy_regrowth,Blastocystis,1,Protozoa
2038,Rattus rattus,Mandena,brushy_regrowth,Entamoeba,0,Protozoa
2038,Rattus rattus,Mandena,brushy_regrowth,Heligmosomoidea,0,Nematode
2038,Rattus rattus,Mandena,brushy_regrowth,Nippostrongylus,1,Nematode
2038,Rattus rattus,Mandena,brushy_regrowth,Trichostrongylidae,0,Nematode
2038,Rattus rattus,Mandena,brushy_regrowth,Hypotrichomonas,0,Protozoa
2038,Rattus rattus,Mandena,brushy_regrowth,Tritrichomonas,1,Protozoa
2038,Rattus rattus,Mandena,brushy_regrowth,Eimeria,0,Protozoa
2038,Rattus rattus,Mandena,brushy_regrowth,Heligmonellidae,0,Nematode
2038,Rattus rattus,Mandena,brushy_regrowth,Hexamastix,0,Protozoa
2038,Rattus rattus,Mandena,brushy_regrowth,Tetratrichomonas,0,Protozoa
2039,Rattus rattus,Mandena,brushy_regrowth,Blastocystis,1,Protozoa
2039,Rattus rattus,Mandena,brushy_regrowth,Entamoeba,1,Protozoa
2039,Rattus rattus,Mandena,brushy_regrowth,Heligmosomoidea,1,Nematode
2039,Rattus rattus,Mandena,brushy_regrowth,Nippostrongylus,1,Nematode
2039,Rattus rattus,Mandena,brushy_regrowth,Trichostrongylidae,0,Nematode
2039,Rattus rattus,Mandena,brushy_regrowth,Hypotrichomonas,0,Protozoa
2039,Rattus rattus,Mandena,brushy_regrowth,Tritrichomonas,0,Protozoa
