host_ID,host_species,site,village,grid,season
2587,Rattus rattus,Mandena_agriculture,Mandena,agriculture,3
2588,Rattus rattus,Mandena_agriculture,Mandena,agriculture,3
2589,Rattus rattus,Mandena_agriculture,Mandena,agriculture,3
2590,Microgale brevicaudata,Mandena_agriculture,Mandena,agriculture,3
2592,Microgale brevicaudata,Mandena_flooded_rice,Mandena,flooded_rice,3
2595,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2596,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2597,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2600,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2601,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2602,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2603,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2604,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2605,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2606,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2609,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2610,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2611,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2612,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2613,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2614,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2615,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2616,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2617,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2618,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2620,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2621,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2622,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2623,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2624,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2625,Microgale brevicaudata,Mandena_flooded_rice,Mandena,flooded_rice,3
2626,Microgale brevicaudata,Mandena_flooded_rice,Mandena,flooded_rice,3
2630,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2631,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2632,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2633,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2634,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2635,Microgale brevicaudata,Mandena_flooded_rice,Mandena,flooded_rice,3
2637,Microgale brevicaudata,Mandena_flooded_rice,Mandena,flooded_rice,3
2642,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2643,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2644,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2645,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2646,Rattus rattus,Mandena_flooded_rice,Mandena,flooded_rice,3
2649,Microgale brevicaudata,Mandena_secondary_forest,Mandena,secondary_forest,3
2650,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2651,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2652,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2654,Microgale brevicaudata,Mandena_secondary_forest,Mandena,secondary_forest,3
2655,Microgale brevicaudata,Mandena_secondary_forest,Mandena,secondary_forest,3
2656,Microgale brevicaudata,Mandena_secondary_forest,Mandena,secondary_forest,3
2659,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2660,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2661,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2662,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2663,Microgale brevicaudata,Mandena_secondary_forest,Mandena,secondary_forest,3
2664,Microgale brevicaudata,Mandena_secondary_forest,Mandena,secondary_forest,3
2666,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2667,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2668,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2670,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2671,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2672,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2673,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2674,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2675,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2676,Rattus rattus,Mandena_secondary_forest,Mandena,secondary_forest,3
2677,Microgale brevicaudata,Mandena_semi-intact_forest,Mandena,semi-intact_forest,3
2678,Microgale brevicaudata,Mandena_semi-intact_forest,Mandena,semi-intact_forest,3
2681,Microgale brevicaudata,Mandena_semi-intact_forest,Mandena,semi-intact_forest,3
2682,Microgale brevicaudata,Mandena_semi-intact_forest,Mandena,semi-intact_forest,3
2683,Rattus rattus,Mandena_semi-intact_forest,Mandena,semi-intact_forest,3
2684,Rattus rattus,Mandena_semi-intact_forest,Mandena,semi-intact_forest,3
2685,Rattus rattus,Mandena_semi-intact_forest,Mandena,semi-intact_forest,3
2688,Microgale brevicaudata,Mandena_semi-intact_forest,Mandena,semi-intact_forest,3
2689,Microgale brevicaudata,Mandena_semi-intact_forest,Mandena,semi-intact_forest,3
2691,Rattus rattus,Mandena_semi-intact_forest,Mandena,semi-intact_forest,3
2693,Microgale brevicaudata,Mandena_semi-intact_forest,Mandena,semi-intact_forest,3
2694,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2695,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2696,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2703,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2704,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2705,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2706,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2707,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2708,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2709,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2710,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2711,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2712,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2717,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2718,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2719,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2720,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2722,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2723,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2724,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2725,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2726,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2727,Microgale brevicaudata,Mandena_agroforest,Mandena,agroforest,3
2729,Microgale brevicaudata,Mandena_agroforest,Mandena,agroforest,3
2733,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2736,Rattus rattus,Mandena_village,Mandena,village,3
2737,Rattus rattus,Mandena_village,Mandena,village,3
2738,Rattus rattus,Mandena_village,Mandena,village,3
2739,Rattus rattus,Mandena_village,Mandena,village,3
2740,Rattus rattus,Mandena_village,Mandena,village,3
2741,Rattus rattus,Mandena_village,Mandena,village,3
2742,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2743,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2744,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2745,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2746,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2747,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2748,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2749,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2751,Rattus rattus,Mandena_village,Mandena,village,3
2754,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2755,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2756,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2757,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2758,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2759,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2761,Microgale brevicaudata,Mandena_agroforest,Mandena,agroforest,3
2762,Rattus rattus,Mandena_village,Mandena,village,3
2764,Rattus rattus,Mandena_village,Mandena,village,3
2765,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2766,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2767,Microgale brevicaudata,Mandena_agroforest,Mandena,agroforest,3
2769,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
2770,Rattus rattus,Mandena_agroforest,Mandena,agroforest,3
