host_ID,host_species,village,grid,Blastocystis,Entamoeba,Heligmosomoidea,Nippostrongylus,Trichostrongylidae,Hypotrichomonas,Tritrichomonas,Eimeria,Heligmonellidae,Hexamastix,Tetratrichomonas
2589,Rattus rattus,Mandena,agriculture,0,0,0,1,0,0,1,1,0,0,0
2592,Microgale brevicaudata,Mandena,flooded_rice,0,0,0,0,1,0,0,1,0,0,0
2595,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,1,0,0,0,0
2597,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,1,0,0,0,0
2600,Rattus rattus,Mandena,flooded_rice,1,0,0,1,0,1,1,0,0,0,0
2601,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,1,1,0,0,0
2603,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,1,0,0,0,0,0
2604,Rattus rattus,Mandena,flooded_rice,1,0,0,1,0,0,1,0,0,0,0
2605,Rattus rattus,Mandena,flooded_rice,1,0,0,1,0,0,1,0,0,0,0
2606,Rattus rattus,Mandena,flooded_rice,1,0,0,1,0,1,1,1,0,0,0
2609,Rattus rattus,Mandena,flooded_rice,1,0,0,1,0,1,1,0,0,0,0
2610,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,1,1,1,0,0,0
2611,Rattus rattus,Mandena,flooded_rice,1,0,0,1,0,0,1,1,0,0,0
2612,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,1,0,0,0,0
2613,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,1,1,0,0,0,0
2614,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,1,0,0,0,0
2615,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,1,1,0,0,0
2616,Rattus rattus,Mandena,flooded_rice,1,0,0,1,0,1,1,1,0,0,0
2617,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,1,0,0,0,0
2618,Rattus rattus,Mandena,flooded_rice,1,0,0,1,0,0,1,0,0,0,0
2620,Rattus rattus,Mandena,flooded_rice,1,1,0,1,0,0,1,0,0,0,0
2621,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,1,0,0,0,0
2622,Rattus rattus,Mandena,flooded_rice,1,0,0,1,0,0,0,1,0,0,0
2623,Rattus rattus,Mandena,flooded_rice,1,0,0,1,0,0,0,1,0,0,0
2624,Rattus rattus,Mandena,flooded_rice,1,0,0,1,0,0,0,0,0,0,0
2625,Microgale brevicaudata,Mandena,flooded_rice,0,0,0,0,1,0,0,1,0,0,0
2626,Microgale brevicaudata,Mandena,flooded_rice,0,0,0,1,1,0,0,1,0,0,0
2630,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,0,1,0,0,0
2631,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,1,0,0,0,0
2632,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,1,1,0,0,0
2633,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,1,1,0,0,0
2634,Rattus rattus,Mandena,flooded_rice,1,0,0,1,0,1,0,0,0,0,0
2637,Microgale brevicaudata,Mandena,flooded_rice,0,0,0,0,1,0,0,1,0,0,0
2643,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,1,0,0,0,0
2644,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,0,1,0,0,0
2645,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,1,0,0,0,0
2646,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,1,0,0,0,0
2649,Microgale brevicaudata,Mandena,secondary_forest,0,0,1,0,1,0,0,1,0,0,0
2651,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,1,0,0,0,0
2652,Rattus rattus,Mandena,secondary_forest,0,0,0,0,0,0,1,1,0,0,0
2654,Microgale brevicaudata,Mandena,secondary_forest,0,0,1,1,1,0,0,1,0,0,0
2655,Microgale brevicaudata,Mandena,secondary_forest,0,0,1,1,1,0,0,1,1,0,0
2656,Microgale brevicaudata,Mandena,secondary_forest,0,0,1,1,1,0,0,1,0,0,0
2660,Rattus rattus,Mandena,secondary_forest,0,0,0,0,0,1,0,0,0,0,0
2661,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,1,0,1,0,0,0
2663,Microgale brevicaudata,Mandena,secondary_forest,0,0,1,1,1,0,0,1,0,0,0
2664,Microgale brevicaudata,Mandena,secondary_forest,0,0,0,1,1,0,0,1,0,0,0
2672,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,0,1,0,0,0
2674,Rattus rattus,Mandena,secondary_forest,0,0,0,0,0,1,0,0,0,0,0
2675,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,1,0,0,0,0,0
2677,Microgale brevicaudata,Mandena,semi-intact_forest,0,0,1,0,1,0,0,1,0,0,0
2678,Microgale brevicaudata,Mandena,semi-intact_forest,0,0,1,0,1,0,0,1,0,0,0
2682,Microgale brevicaudata,Mandena,semi-intact_forest,0,0,1,0,1,0,0,1,0,0,0
2688,Microgale brevicaudata,Mandena,semi-intact_forest,0,0,1,0,0,0,0,1,0,0,0
2689,Microgale brevicaudata,Mandena,semi-intact_forest,0,0,1,0,1,0,0,1,0,0,0
2693,Microgale brevicaudata,Mandena,semi-intact_forest,0,0,0,1,1,0,0,1,0,0,0
2696,Rattus rattus,Mandena,agroforest,0,0,0,0,0,1,1,0,0,0,0
2703,Rattus rattus,Mandena,agroforest,0,0,0,1,0,1,1,1,0,0,0
2704,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,1,0,0,0,0
2705,Rattus rattus,Mandena,agroforest,1,0,0,1,0,0,1,0,0,0,0
2706,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,1,0,0,0,0
2707,Rattus rattus,Mandena,agroforest,0,0,0,0,0,1,0,0,0,0,0
2708,Rattus rattus,Mandena,agroforest,1,0,0,1,0,0,1,0,0,0,0
2709,Rattus rattus,Mandena,agroforest,1,0,0,1,0,1,1,0,0,0,0
2710,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,1,1,0,0,1
2711,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,1,0,0,0,0
2712,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,1,0,0,0,0
2717,Rattus rattus,Mandena,agroforest,0,0,0,0,0,0,0,0,0,1,0
2718,Rattus rattus,Mandena,agroforest,1,0,0,0,0,0,0,0,0,1,1
2719,Rattus rattus,Mandena,agroforest,1,0,0,1,0,0,1,0,0,0,0
2720,Rattus rattus,Mandena,agroforest,1,0,0,1,0,0,1,0,0,0,0
2722,Rattus rattus,Mandena,agroforest,0,0,0,0,0,0,1,0,0,0,0
2723,Rattus rattus,Mandena,agroforest,0,0,0,1,0,1,1,1,0,0,0
2725,Rattus rattus,Mandena,agroforest,0,0,0,0,0,1,1,0,0,0,0
2726,Rattus rattus,Mandena,agroforest,0,0,0,0,0,1,1,0,0,0,0
2736,Rattus rattus,Mandena,village,0,0,0,1,0,0,1,0,1,0,0
2737,Rattus rattus,Mandena,village,0,1,0,1,0,0,0,1,0,0,0
2738,Rattus rattus,Mandena,village,0,0,0,1,0,0,1,0,0,0,0
2739,Rattus rattus,Mandena,village,1,0,0,1,0,0,1,1,0,0,0
2740,Rattus rattus,Mandena,village,0,0,0,1,0,1,0,0,0,0,0
2741,Rattus rattus,Mandena,village,0,0,0,0,0,0,1,0,0,0,0
2742,Rattus rattus,Mandena,agroforest,1,0,0,1,0,1,1,0,1,0,0
2743,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,1,0,0,0,0
2744,Rattus rattus,Mandena,agroforest,1,0,0,1,0,0,1,0,0,0,0
2745,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,1,0,0,0,0
2747,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,1,0,0,0,0
2748,Rattus rattus,Mandena,agroforest,1,0,0,1,0,1,1,0,0,0,0
2749,Rattus rattus,Mandena,agroforest,0,0,0,1,0,1,1,0,0,0,0
2751,Rattus rattus,Mandena,village,1,0,1,1,1,0,1,0,1,1,0
2754,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,1,0,0,0,0
2755,Rattus rattus,Mandena,agroforest,0,0,0,1,0,1,0,1,0,0,0
2756,Rattus rattus,Mandena,agroforest,1,0,0,1,0,0,1,0,0,0,0
2757,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,1,1,0,0,0
2758,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,1,1,0,0,0
2759,Rattus rattus,Mandena,agroforest,0,0,0,1,0,1,1,0,0,0,0
2761,Microgale brevicaudata,Mandena,agroforest,0,0,0,0,1,0,0,1,0,0,0
2762,Rattus rattus,Mandena,village,0,0,0,0,0,0,0,1,0,1,0
2764,Rattus rattus,Mandena,village,0,0,0,1,0,1,1,0,0,0,0
2765,Rattus rattus,Mandena,agroforest,0,0,0,0,0,1,1,0,0,0,0
2766,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,1,0,0,0,0
2767,Microgale brevicaudata,Mandena,agroforest,0,0,0,0,1,0,0,1,0,0,0
2769,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,1,0,0,0,0
2770,Rattus rattus,Mandena,agroforest,0,0,0,1,0,1,1,0,0,0,0
2017,Rattus rattus,Mandena,brushy_regrowth,0,0,0,1,0,0,0,0,0,0,0
2020,Rattus rattus,Mandena,brushy_regrowth,0,0,0,1,0,0,0,0,0,0,0
2043,Microgale brevicaudata,Mandena,agriculture,0,0,0,0,0,0,0,0,0,0,0
2055,Rattus rattus,Mandena,agriculture,0,0,0,1,0,0,0,0,0,0,0
2063,Rattus rattus,Mandena,agriculture,0,0,0,1,0,0,0,0,0,0,0
2067,Rattus rattus,Mandena,agriculture,0,0,0,1,0,0,0,0,0,0,0
2093,Rattus rattus,Mandena,agriculture,0,0,0,1,0,0,0,0,0,0,0
2096,Rattus rattus,Mandena,agriculture,0,0,0,0,0,0,0,0,0,0,0
2103,Rattus rattus,Mandena,village,0,0,0,1,0,0,0,0,0,0,0
2108,Microgale brevicaudata,Mandena,secondary_forest,0,0,1,0,1,0,0,0,0,0,0
2112,Rattus rattus,Mandena,secondary_forest,0,0,0,0,0,0,0,0,0,0,0
2117,Microgale brevicaudata,Mandena,secondary_forest,0,0,0,0,0,0,0,0,0,0,0
2127,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,0,0,0,0,0
2128,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,0,0,0,0,0
2129,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,0,0,0,0,0
2130,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,0,0,0,0,0
2138,Rattus rattus,Mandena,semi-intact_forest,0,0,0,0,0,0,0,0,0,0,0
2140,Rattus rattus,Mandena,semi-intact_forest,0,0,0,0,0,0,0,0,0,0,0
2154,Rattus rattus,Mandena,flooded_rice,0,0,0,0,0,0,0,0,0,0,0
2157,Microgale brevicaudata,Mandena,flooded_rice,0,0,0,0,0,0,0,0,0,0,0
2163,Microgale brevicaudata,Mandena,flooded_rice,0,0,0,0,0,0,0,0,0,0,0
2170,Microgale brevicaudata,Mandena,flooded_rice,0,0,0,1,1,0,0,0,0,0,0
2175,Rattus rattus,Mandena,flooded_rice,0,0,0,0,0,0,0,0,0,0,0
2176,Rattus rattus,Mandena,flooded_rice,0,0,0,0,0,0,0,0,0,0,0
2186,Rattus rattus,Mandena,flooded_rice,0,0,0,0,0,0,0,0,0,0,0
2197,Microgale brevicaudata,Mandena,agroforest,0,0,0,1,1,0,0,0,1,0,0
2206,Rattus rattus,Mandena,village,0,0,0,0,0,0,0,0,0,0,0
2220,Rattus rattus,Mandena,village,0,0,0,0,0,0,0,0,0,0,0
2222,Rattus rattus,Mandena,village,0,0,0,1,1,0,0,0,1,0,0
2223,Rattus rattus,Mandena,village,0,0,0,0,0,0,0,0,0,0,0
2264,Microgale brevicaudata,Mandena,brushy_regrowth,0,0,0,0,0,0,0,0,0,0,0
2270,Rattus rattus,Mandena,brushy_regrowth,0,0,0,1,0,0,0,0,0,0,0
2276,Microgale brevicaudata,Mandena,brushy_regrowth,0,0,0,0,1,0,0,0,0,0,0
2293,Microgale brevicaudata,Mandena,agriculture,0,0,0,0,1,0,0,0,0,0,0
2302,Rattus rattus,Mandena,agriculture,0,0,0,1,0,0,0,0,0,0,0
2333,Microgale brevicaudata,Mandena,agriculture,0,0,0,0,1,0,0,0,0,0,0
2353,Rattus rattus,Mandena,secondary_forest,0,0,0,0,0,0,0,0,0,0,0
2354,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,0,0,0,0,0
2357,Rattus rattus,Mandena,secondary_forest,0,0,0,0,0,0,0,0,0,0,0
2367,Rattus rattus,Mandena,secondary_forest,0,0,0,0,0,0,0,0,0,0,0
2373,Microgale brevicaudata,Mandena,semi-intact_forest,0,0,1,0,1,0,0,0,0,0,0
2374,Microgale brevicaudata,Mandena,semi-intact_forest,0,0,1,0,1,0,0,0,0,0,0
2377,Rattus rattus,Mandena,semi-intact_forest,0,0,0,1,0,0,0,0,0,0,0
2378,Microgale brevicaudata,Mandena,semi-intact_forest,0,0,1,0,0,0,0,0,0,0,0
2381,Rattus rattus,Mandena,semi-intact_forest,0,0,0,0,0,0,0,0,0,0,0
2398,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,0,0,0,0,0
2399,Rattus rattus,Mandena,flooded_rice,0,0,0,0,0,0,0,0,0,0,0
2405,Microgale brevicaudata,Mandena,flooded_rice,0,0,0,0,0,0,0,0,0,0,0
2410,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,0,0,0,0,0
2412,Microgale brevicaudata,Mandena,flooded_rice,0,0,0,0,0,0,0,0,0,0,0
2416,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,0,0,0,0,0
2418,Rattus rattus,Mandena,flooded_rice,0,0,0,0,0,0,0,0,0,0,0
2419,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,0,0,0,0,0
2427,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,0,0,0,0,0
2434,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,0,0,0,0,0
2437,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,0,0,0,0,0
2453,Rattus rattus,Mandena,village,0,0,0,0,0,0,0,0,0,0,0
2456,Rattus rattus,Mandena,village,0,0,0,1,0,0,0,0,0,0,0
2457,Rattus rattus,Mandena,village,0,0,0,0,0,0,0,0,0,0,0
2458,Rattus rattus,Mandena,village,0,0,0,0,0,0,0,0,0,0,0
2459,Rattus rattus,Mandena,village,0,0,0,0,0,0,0,0,0,0,0
2471,Rattus rattus,Mandena,village,0,0,0,0,0,0,0,0,0,0,0
2474,Rattus rattus,Mandena,agroforest,0,0,0,0,0,0,0,0,0,0,0
2490,Rattus rattus,Mandena,village,0,0,0,1,0,0,0,0,0,0,0
2495,Rattus rattus,Mandena,agroforest,0,0,0,0,0,0,0,0,0,0,0
2497,Microgale brevicaudata,Mandena,brushy_regrowth,0,0,1,0,1,0,0,0,0,0,0
2498,Microgale brevicaudata,Mandena,brushy_regrowth,0,0,1,0,1,0,0,0,0,0,0
2505,Rattus rattus,Mandena,brushy_regrowth,0,0,0,1,0,0,0,0,0,0,0
2507,Rattus rattus,Mandena,brushy_regrowth,0,0,0,1,0,0,0,0,0,0,0
2512,Rattus rattus,Mandena,brushy_regrowth,0,0,0,1,0,0,0,0,0,0,0
2518,Rattus rattus,Mandena,brushy_regrowth,0,0,0,1,0,0,0,0,0,0,0
2522,Rattus rattus,Mandena,brushy_regrowth,0,0,0,1,0,0,0,0,0,0,0
2529,Microgale brevicaudata,Mandena,brushy_regrowth,0,0,1,1,1,0,0,0,0,0,0
2541,Rattus rattus,Mandena,brushy_regrowth,0,0,0,1,0,0,0,0,0,0,0
2544,Microgale brevicaudata,Mandena,agriculture,0,0,0,0,0,0,0,0,0,0,0
2556,Rattus rattus,Mandena,agriculture,0,0,0,1,0,0,0,0,0,0,0
2569,Rattus rattus,Mandena,agriculture,0,0,0,0,0,0,0,0,0,0,0
2577,Rattus rattus,Mandena,agriculture,0,0,0,1,0,0,0,0,0,0,0
2578,Microgale brevicaudata,Mandena,agriculture,0,0,0,0,1,0,0,0,0,0,0
2579,Microgale brevicaudata,Mandena,agriculture,0,0,0,0,1,0,0,0,0,0,0
2588,Rattus rattus,Mandena,agriculture,0,0,0,1,0,0,0,0,0,0,0
2590,Microgale brevicaudata,Mandena,agriculture,0,0,0,0,1,0,0,0,0,0,0
2596,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,0,0,0,0,0
2602,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,0,0,1,0,0
2635,Microgale brevicaudata,Mandena,flooded_rice,0,0,0,1,1,0,0,0,0,0,0
2642,Rattus rattus,Mandena,flooded_rice,0,0,0,1,0,0,0,0,0,0,0
2650,Rattus rattus,Mandena,secondary_forest,0,0,0,0,0,0,0,0,0,0,0
2659,Rattus rattus,Mandena,secondary_forest,0,0,0,0,0,0,0,0,0,0,0
2662,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,0,0,0,0,0
2666,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,0,0,0,0,0
2667,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,0,0,0,0,0
2668,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,0,0,0,0,0
2670,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,0,0,0,0,0
2671,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,0,0,0,0,0
2673,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,0,0,0,0,0
2676,Rattus rattus,Mandena,secondary_forest,0,0,0,1,0,0,0,0,0,0,0
2681,Microgale brevicaudata,Mandena,semi-intact_forest,0,0,1,0,1,0,0,0,0,0,0
2683,Rattus rattus,Mandena,semi-intact_forest,0,0,0,1,0,0,0,0,0,0,0
2684,Rattus rattus,Mandena,semi-intact_forest,0,0,0,1,0,0,0,0,0,0,0
2685,Rattus rattus,Mandena,semi-intact_forest,0,0,0,1,0,0,0,0,0,0,0
2691,Rattus rattus,Mandena,semi-intact_forest,0,0,0,0,0,0,0,0,0,0,0
2694,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,0,0,0,0,0
2695,Rattus rattus,Mandena,agroforest,0,0,0,0,0,0,0,0,0,0,0
2724,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,0,0,0,0,0
2727,Microgale brevicaudata,Mandena,agroforest,0,0,0,0,0,0,0,0,0,0,0
2729,Microgale brevicaudata,Mandena,agroforest,0,0,0,0,1,0,0,0,0,0,0
2733,Rattus rattus,Mandena,agroforest,0,0,0,0,0,0,0,0,0,0,0
2746,Rattus rattus,Mandena,agroforest,0,0,0,1,0,0,0,0,0,0,0
